0,2,1,40.0,4.0,69.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,2,1,50.0,5.0,81.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,2,2,28.0,3.0,69.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,13,1,30.0,5.0,55.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,28,1,31.0,5.0,82.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,20,2,33.0,4.0,84.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,4,1,46.0,4.0,89.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,8,1,29.0,3.0,66.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,16,1,35.0,4.0,93.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,22,2,31.0,5.0,57.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,19,1,42.0,3.0,88.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,15,1,27.0,1.0,50.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,11,1,39.0,1.0,47.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,22,1,35.0,5.0,44.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,7,1,36.0,5.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,28,3,0.0,2.0,49.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,13,1,44.0,2.0,44.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,29,1,34.0,4.0,59.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,2,1,36.0,5.0,70.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,2,1,50.0,5.0,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,22,1,57.0,5.0,64.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,31,1,33.0,4.0,84.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,3,1,46.0,3.0,49.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,34,1,35.0,4.0,84.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,27,1,49.0,4.0,95.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,17,2,30.0,3.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,7,2,35.0,2.0,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,16,1,38.0,3.0,69.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,8,1,41.0,4.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,2,1,42.0,1.0,47.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,28,1,30.0,5.0,59.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,27,1,36.0,4.0,75.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,2,1,42.0,2.0,79.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,22,2,43.0,3.0,58.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,26,1,33.0,4.0,57.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,16,1,33.0,3.0,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2,1,54.0,5.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
